"Road vehicle fleet at 31 December by vehicle category and age group"

"Age Group","Type of Vehicle","Country","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Finland",,,,,,,,,,,,,,,,,,,,,,6300,5479,6280,7046,7590,8114,7677,7150
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","France",,,,,,,,,,,,,,,,,,,,,32009,29116,27554,31197,50497,57259,61371,59360,56972
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Hungary",,,,,,,,,,,,,,,,,,,,,1956,2060,2412,2663,2309,3946,4421,3513,2834
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,930
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Ireland",,,,,,,,,,,,,,,,,,,,,3108,3489,3867,5078,4664,4937,5070,4680,4530
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Latvia",,,,,,,,,,,,,,,,,,,,,,548,501,491,590,677,722,602,531
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Liechtenstein",,,,,,,,,,,,,,,,,,,,,35,34,36,38,41,35,34,32,25
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Lithuania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Luxembourg",,,,,,,,,,,,,,,,,,,,,731,807,784,873,821,552,873,840,794
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Malta",,,,,,,,,,,,,,,,,,,,,181,188,133,112,184,202,192,187,150
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,132,60,82,100,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Netherlands",,,,,,,,,,,,,,,,,,,,,10221,9176,8992,9729,11213,12330,13156,12639,11386
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,1920,2038,1979,1734,1833
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Norway",,,,,,,,,,,,,,,,,,,,,,,,7175,7748,7909,8508,8692,10107
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Poland",,,,,,,,,,,,,,,,,,,,,15759,14940,17081,17817,20493,22310,23263,21249,19542
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Portugal",,,,,,,,,,,,,,,,,,,,,897,1145,1435,1698,2166,2444,2681,2342,3251
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Republic of Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Romania",,,,,,,,,,,,,,,,,,,,,,,,27730,32861,2346,3070,3496,3643
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","San Marino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Spain",,,,,,,,,,,,,,,,,,,,,,7320,9831,12644,14107,15991,17326,15340,12795
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Sweden",,,,,,,,,,,,,,,,,,,,,13561,13119,12898,14522,15494,15123,15113,14407,13598
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Switzerland",,,,,,,,,,,,,,,,,,,,,8100,5800,6000,5800,6001,6243,6262,5935,5277
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Turkiye",,,,,,,,,,,,,,,,,,11392,25048,43849,39544,28726,35158,34968,28912,25257,16867,14468,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,50780,58912,61773,59205,,,48855
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Lorries (vehicle wt over 3500 kg)","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Albania",740,785,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Austria",,,,,4330,5645,6751,6821,6771,6379,6654,8081,7328,9448,8360,8134,6599,5538,5367,6016,6428,6122,6197,6493,7268,7888,7955,6882,6228
"< or = 2 years","Road tractors","Azerbaijan",,,,,,,,,,,,,,,,,,,,280,,,204,,,,53,,
"< or = 2 years","Road tractors","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Belgium",4327,4602,6433,7533,7171,8243,9437,9404,9449,8700,7640,8074,13507,13287,13879,14423,13492,10676,9246,10610,9993,9624,10044,8754,10048,11126,12167,10134,8067
"< or = 2 years","Road tractors","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,547,492,,204,297
"< or = 2 years","Road tractors","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Croatia",,,359,290,370,473,503,510,565,957,938,1014,956,1152,1419,2083,1774,1222,567,660,799,1069,1353,1735,1866,1941,1936,1605,1417
"< or = 2 years","Road tractors","Cyprus",,,,,,,,,,,,,78,88,97,97,113,75,45,57,20,22,16,10,37,34,24,23,41
"< or = 2 years","Road tractors","Czechia",2916,1661,1949,2125,2297,2988,3405,3708,4516,4281,2780,1415,1258,1140,914,663,387,199,199,240,144,89,67,83,149,204,180,72,36
"< or = 2 years","Road tractors","Denmark",2633,2885,3812,4754,5155,5287,5559,5830,5659,5593,5390,5540,6414,7000,7470,7087,,,,,5283,5384,5799,4272,4141,4203,4128,3498,3271
"< or = 2 years","Road tractors","Estonia",,,,,,,,,,,,,,,,1827,853,375,807,1112,1237,1291,1160,1273,1510,1606,1503,1010,826
"< or = 2 years","Road tractors","Finland",,,,,1369,1387,825,611,647,722,780,962,1049,963,1091,1460,1490,597,654,801,905,859,695,823,1026,1086,1168,988,774
"< or = 2 years","Road tractors","France",,,,,,46527,54484,56411,57554,59421,62388,46807,53241,54571,56637,49327,47074,34302,44555,50169,1,1,1,51770,78867,84093,87806,81227,74242
"< or = 2 years","Road tractors","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Germany",,,,,,,40039,55668,53088,48792,48049,55067,61838,67264,68571,68761,53973,45685,60322,62030,56769,60499,67528,70331,70785,72389,72657,61439,53444
"< or = 2 years","Road tractors","Greece",,2122,2169,2363,2639,2394,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Hungary",,,2626,1144,1607,2769,3348,3139,3627,4689,6470,10207,9456,10509,12017,10414,8158,4404,6489,9090,14992,17138,18606,17894,17799,18659,18129,16626,15601
"< or = 2 years","Road tractors","Iceland",33,26,,,22,137,152,208,175,151,122,228,252,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Ireland",,,,,,,,,,,,,,,,,3664,2484,1795,2024,2469,3408,4262,5048,4063,3979,3888,3864,3888
"< or = 2 years","Road tractors","Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Italy",,7467,10913,15102,14860,,18770,22209,22648,21263,,,,,,24214,19834,12769,15054,13762,11403,12312,13794,19359,25256,27039,25245,21744,26231
"< or = 2 years","Road tractors","Kazakhstan",,,,,,,,,,361,298,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Latvia",,,,388,426,643,605,411,694,901,729,707,1031,2023,3380,3008,1061,466,1441,2189,2176,1745,1868,2684,2749,2573,2155,1368,1563
"< or = 2 years","Road tractors","Liechtenstein",,,,,,,,98,103,98,67,57,82,73,79,103,63,50,35,51,56,45,53,77,88,88,61,36,26
"< or = 2 years","Road tractors","Lithuania",,,,306,425,566,437,537,604,1286,1280,1840,2545,3488,5282,4929,1740,1528,3877,5365,5997,5200,4900,8147,10568,12685,13732,9995,10624
"< or = 2 years","Road tractors","Luxembourg",,,,,,,1629,2124,2267,1563,1637,1711,1750,1867,2248,2548,565,1067,2092,2626,1238,1243,1409,1621,1618,1653,1758,1439,1207
"< or = 2 years","Road tractors","Malta",,,,,,,,11,5,4,,,16,29,23,38,26,32,15,15,26,35,40,20,30,15,22,22,12
"< or = 2 years","Road tractors","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,36,60,77,76,,
"< or = 2 years","Road tractors","Netherlands",,,,13571,13899,15925,17422,16861,17354,15889,13844,15012,15927,19739,20738,19734,16328,10820,12105,13964,21726,20854,22053,23148,25608,26432,26126,23306,20944
"< or = 2 years","Road tractors","North Macedonia",,,134,84,26,26,69,95,87,39,12,,59,87,271,496,272,63,135,110,138,275,375,471,477,321,240,161,175
"< or = 2 years","Road tractors","Norway",,,,,,,,,,,,1395,1897,2249,2517,2723,1960,1288,1649,2204,2452,2547,2487,2414,2435,2709,2986,2073,2479
"< or = 2 years","Road tractors","Poland",,,,,,,,,,6910,8788,9639,12683,18997,29315,34103,29563,20594,20428,30080,38850,39927,45496,52364,60482,66721,66089,59203,60481
"< or = 2 years","Road tractors","Portugal",,,,,,8010,9881,11128,,,,,,,,,,3844,4136,3756,3853,4965,6483,7824,8506,8104,7199,6467,9295
"< or = 2 years","Road tractors","Republic of Moldova",,,,,,,,,,,,,55,147,70,,6,6,0,1,34,0,0,0,2,0,0,132,
"< or = 2 years","Road tractors","Romania",,,,,,,,,,,,,,,,1881,1056,1044,1,6511,6805,8134,10695,14003,13633,12225,11532,8039,7204
"< or = 2 years","Road tractors","Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","San Marino",,,,,,,,,,,18,18,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Serbia",,,,,,,,,,,,,,417,741,1031,713,518,326,314,366,356,,,,,,,
"< or = 2 years","Road tractors","Slovakia",,,,,,,,653,653,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Slovenia",,,,,764,671,810,894,944,1611,,,1215,1641,2464,2913,1626,799,1398,1671,1555,1834,2480,3149,3527,3694,3443,2457,2211
"< or = 2 years","Road tractors","Spain",8675,7970,14478,23692,31179,36544,45452,52082,56335,37349,,,,62258,64498,59445,43959,28136,22714,25927,,20373,27572,,34192,32240,31053,27896,26356
"< or = 2 years","Road tractors","Sweden",,,990,1239,1326,1397,2367,2475,2433,2288,2200,2413,2672,2973,3391,3411,3157,2780,2344,2308,2467,2398,2377,2581,2840,2889,2946,2432,2109
"< or = 2 years","Road tractors","Switzerland",,901,1082,1375,1447,1421,1567,1834,2400,2478,1989,1692,1962,2200,2600,3100,2900,2200,2100,2200,2700,2100,2000,2200,2582,2830,2615,2137,1814
"< or = 2 years","Road tractors","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Turkiye",,,,,,,,,,,,13007,12697,15561,16465,16200,9562,13741,30342,48884,41589,32398,33525,25870,7084,10364,7868,11787,
"< or = 2 years","Road tractors","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Ukraine",,,,,,,,1357,,,,,4323,,,8531,,8268,,,,,,,,,,,
"< or = 2 years","Road tractors","United Kingdom",,,,,,47964,47655,41529,30706,30404,44832,59329,62583,350,31142,31150,26359,20742,28710,,,,35082,39161,37906,37827,,,29124
"< or = 2 years","Road tractors","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"< or = 2 years","Road tractors","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Albania",1000,3000,,,,,,,,,,,,,,,,,,,,,,,8086,9249,11696,11595,11423
"> 2 and = < 5 years","Passenger cars","Andorra",,,,,,,,,,,,,,,,,,,,,2856,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Austria",,859000,860165,834092,801000,821000,819000,826000,828000,866000,866000,832000,824000,824000,842000,863000,872000,867000,855000,869000,891118,936269,946901,939044,890343,874539,900900,964148,1010692
"> 2 and = < 5 years","Passenger cars","Azerbaijan",,,,,,,,65243,,,,,97042,89699,108869,142700,,215500,113100,191009,116764,120222,132100,,95122,58730,30719,,
"> 2 and = < 5 years","Passenger cars","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Belgium",1175000,1197000,1122000,1071000,991000,1013000,1019000,1093000,1158000,1229000,1230000,1196000,1134000,1078000,1100000,1116000,1198000,1247000,1307000,1257000,1277613,1319138,1314983,1251698,1218346,1253834,1321230,1392624,1440432
"> 2 and = < 5 years","Passenger cars","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,43758,40447,36470,32462,37864,45679,,23849,26972,30473,30325,32471
"> 2 and = < 5 years","Passenger cars","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Canada",,,,,,,,5279,5346,5611509,5904232,6235000,4288089,,,4400905,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Croatia",,,151000,117000,60000,64000,84000,127000,166000,192000,198000,205000,218000,225000,228000,226000,228000,239000,255000,211000,167000,128000,129196,128100,123372,140657,166027,175932,189742
"> 2 and = < 5 years","Passenger cars","Cyprus",,47000,41000,37000,44000,54000,46000,35000,28000,31000,36000,40000,44000,55000,71000,83000,90000,91000,81000,66000,52101,47680,42255,36733,39034,48397,54956,58211,57538
"> 2 and = < 5 years","Passenger cars","Czechia",414096,379080,329630,330018,336113,378467,462000,479400,465900,447300,443742,444000,458000,466000,466000,455000,468000,476000,502000,542000,531697,525210,525017,499561,485555,515354,592268,667170,702129
"> 2 and = < 5 years","Passenger cars","Denmark",288356,285950,238000,241000,293000,338000,394000,407000,434000,433000,482393,418583,387432,375000,413000,466000,,,,,388300,403656,458902,510542,534979,562759,584507,592829,590707
"> 2 and = < 5 years","Passenger cars","Estonia",,,,,,21700,27000,32200,36100,41900,33800,40000,47400,55700,62700,70100,79300,81380,66000,46800,40423,51753,60730,63612,64199,66870,71208,75028,79777
"> 2 and = < 5 years","Passenger cars","Finland",,,,,207000,247000,284000,329000,373000,404000,393000,372000,387000,420000,452000,458000,457000,432000,379000,361000,346000,364109,355165,333937,333220,355413,377202,395862,393593
"> 2 and = < 5 years","Passenger cars","France",,6405000,5974000,6002000,5893000,6319000,5761000,5780000,5840000,6288000,6630000,6604000,6442000,6249000,6197000,,,6580000,6802000,6903000,6995000,6634000,6193000,5897414,5557778,5553277,5799719,6184921,6499244
"> 2 and = < 5 years","Passenger cars","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Germany",,11286000,11042000,10072000,9515000,9807000,10134000,10387000,10582000,10307000,9879099,9331000,9232000,9139000,8531000,8640000,8681000,8544000,8930000,8829000,9017000,8343000,8369000,8220045,8282919,8660965,8989597,9247892,9580453
"> 2 and = < 5 years","Passenger cars","Greece",,516000,539000,480000,407000,393000,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Hungary",,,182000,216000,229183,231473,224000,262000,316700,382000,432000,445000,501000,574000,635000,618000,565560,501320,360880,236090,245623,161862,182380,201034,215458,237241,273898,311449,352657
"> 2 and = < 5 years","Passenger cars","Iceland",28170,22920,,,18000,18000,20000,24000,35000,44000,49000,50000,26000,,,,,,,,,,,,,,,,82753
"> 2 and = < 5 years","Passenger cars","Ireland",235100,225797,206300,219100,238500,279300,329400,369000,416000,500000,516000,502000,,433000,460000,471720,537270,585960,589370,483270,396330,335470,352930,343640,416330,505340,579960,634150,641450
"> 2 and = < 5 years","Passenger cars","Israel",,,,,,,,,,,,,,,,,,,,,,,,,,649418,721270,761485,
"> 2 and = < 5 years","Passenger cars","Italy",,6833000,6248000,5643000,4980000,,,11382000,12124000,12977000,13770000,14394000,14296000,14190000,14014000,9288000,9498000,9336000,9221000,8780000,7972000,7202499,6340626,5767407,5666318,6161807,6860846,7451597,7843442
"> 2 and = < 5 years","Passenger cars","Kazakhstan",,,,,,,,,8985,11940,14642,,,,,,,,367000,364900,,,,,,,593038,,
"> 2 and = < 5 years","Passenger cars","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Latvia",,,,14650,11680,9850,11000,15300,18800,22100,23100,26700,30000,37030,49760,64310,77480,74730,53900,30740,23250,30106,35642,36460,37141,40549,44529,47573,51332
"> 2 and = < 5 years","Passenger cars","Liechtenstein",,,,,,,,5000,6000,6000,6490,6590,6319,5950,5623,5820,6010,6370,6343,6090,6250,6740,6933,6796,6451,6450,6706,6643,6604
"> 2 and = < 5 years","Passenger cars","Lithuania",,,,12800,10500,9900,10800,14500,13600,16100,19700,25300,33000,38700,47000,57819,67200,71535,61820,45903,36695,40991,44872,43774,45544,51468,71330,78182,85896
"> 2 and = < 5 years","Passenger cars","Luxembourg",,,,,,,87000,72980,79000,84000,87000,86000,87000,92000,96000,100000,122300,107900,106800,108500,110427,111475,108233,107898,107578,112800,117097,123703,129817
"> 2 and = < 5 years","Passenger cars","Malta",,,,,,,34243,30190,32800,34500,,,23319,22572,21782,23043,26085,31347,32277,29904,26200,24570,24576,22024,26214,19527,32486,32229,31945
"> 2 and = < 5 years","Passenger cars","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,8801,9325,10062,11357,10503,10882
"> 2 and = < 5 years","Passenger cars","Netherlands",,,,1217000,1178000,1254000,1303000,1401000,1546000,1655000,1641000,1545000,1448000,1417000,1380000,1384000,1430000,1445000,1313000,1301000,1264285,1371217,1506367,1472962,1345129,1330074,1306610,1344080,1420472
"> 2 and = < 5 years","Passenger cars","North Macedonia",36068,29018,22000,17600,26200,34000,32000,28000,26000,29000,25000,,13000,17100,15700,25820,31310,37790,35000,27564,20089,15565,12146,9844,9994,11199,12681,14163,16094
"> 2 and = < 5 years","Passenger cars","Norway",,,176616,209992,243000,306000,350000,384000,,,,311000,307000,335000,360000,379000,394000,393000,381000,379000,413000,459252,473000,468913,475760,486269,495988,504945,490037
"> 2 and = < 5 years","Passenger cars","Poland",,,,,,,,,,1724200,1406200,1465000,920000,880000,1009000,1101000,1098000,1143000,1254000,1189000,1057607,992155,1047676,1058742,1061884,1148689,1323901,1494219,1619646
"> 2 and = < 5 years","Passenger cars","Portugal",,,,,,707000,741000,836000,,,,,,,,,,649000,615000,630000,555184,491171,386530,391236,484312,600063,687992,722158,753339
"> 2 and = < 5 years","Passenger cars","Republic of Moldova",,,,,,,,,,,,11100,11384,10230,13004,,24350,28970,31110,26730,19270,18227,17926,16464,20744,22449,25617,29048,
"> 2 and = < 5 years","Passenger cars","Romania",,,,,,,,,,,,,,,,649000,772000,797000,770000,544000,338646,296812,258693,244667,255017,302857,348305,391785,448327
"> 2 and = < 5 years","Passenger cars","Russian Federation",,,,,,,,,,,,,,6244000,7346000,,8958000,9330000,10172000,10127000,4149300,,,,,,,,
"> 2 and = < 5 years","Passenger cars","San Marino",,,,,,,,,,,6797,7469000,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Serbia",,,,,,,,,,,,,,102000,112000,123000,142000,137811,153950,148290,137069,117387,,,,,,,
"> 2 and = < 5 years","Passenger cars","Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 2 and = < 5 years","Passenger cars","Slovenia",241065,223078,228549,155000,157000,182000,185000,201000,217000,230100,206000,185000,185000,184000,194000,191990,198182,203610,194690,182400,164787,155648,144566,130910,134947,150069,167482,174115,177557
"> 2 and = < 5 years","Passenger cars","Spain",3049324,2908000,2674000,2662000,2676000,2527000,2705000,2842000,3713000,4007000,4129000,4014000,4031000,4005000,4147000,4418000,4574000,4534000,4034000,3419000,2856000,2194551,1935046,2015473,2381060,2811611,3194826,3463930,3560707
