"Passenger road vehicle fleet and rate per thousand inhabitants at 31 December by vehicle category"

"Measurement","Vehicle category","Country","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"per 1000 inhabitants","Motor coaches, buses and trolley bus","San Marino",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Serbia",..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1,..,..,..,..,..,1,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Slovakia",..,..,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Slovenia",..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Spain",..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Sweden",2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Switzerland",..,..,5,5,5,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Tajikistan",..,..,..,2,2,2,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Turkiye",4,4,4,4,5,..,5,6,6,5,6,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,8,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Turkmenistan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Ukraine",..,..,..,..,..,..,3,3,3,3,4,4,4,4,4,4,..,4,6,0,0,0,0,0,..,..,..,0,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","United Kingdom",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,..,..,2,2,2,2,..,..,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","United States",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,..,3,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Uzbekistan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,..,1,0,0,0
"per 1000 inhabitants","Trams","Albania",..,..,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,0,0
"per 1000 inhabitants","Trams","Andorra",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Armenia",0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Austria",..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Azerbaijan",..,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Belarus",0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Belgium",..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Bosnia and Herzegovina",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
"per 1000 inhabitants","Trams","Bulgaria",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Canada",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Croatia",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Cyprus",..,..,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
"per 1000 inhabitants","Trams","Czechia",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Denmark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Estonia",..,..,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Finland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,0,0,0,0,0
"per 1000 inhabitants","Trams","France",..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Georgia",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Germany",0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Greece",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Hungary",..,..,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Iceland",..,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0
"per 1000 inhabitants","Trams","Ireland",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Israel",0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Italy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,..,..,..
"per 1000 inhabitants","Trams","Kazakhstan",0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,..,..
"per 1000 inhabitants","Trams","Kyrgyzstan",0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Latvia",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Liechtenstein",..,..,..,..,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Lithuania",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Luxembourg",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0,0,0,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Malta",..,..,0,0,0,0,0,0,0,0,..,..,0,0,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..
"per 1000 inhabitants","Trams","Monaco",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
"per 1000 inhabitants","Trams","Montenegro",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Netherlands",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","North Macedonia",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Norway",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Poland",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Portugal",..,..,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Republic of Moldova",0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Romania",..,..,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Russian Federation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","San Marino",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Serbia",..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,..,..,..,..,..,0,..
"per 1000 inhabitants","Trams","Slovakia",..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Slovenia",..,..,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0
"per 1000 inhabitants","Trams","Spain",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Sweden",0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Switzerland",..,..,0,0,0,0,0,0,0,0,0,..,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Tajikistan",0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Turkiye",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Turkmenistan",0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Ukraine",0,0,0,0,0,0,..,0,..,..,..,..,0,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,..
"per 1000 inhabitants","Trams","United Kingdom",0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","United States",..,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Trams","Uzbekistan",0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0
